s,"tamp,datetime,","humidity,t",emperature
"""","1497846835"",""",19/06/2017,"4:33:55"",""68.5"",""14.1"""
"""","1497846836"",""",19/06/2017,"4:33:56"",""68.5"",""14.1"""
"""","1497846837"",""",19/06/2017,"4:33:57"",""68.5"",""14.1"""
"""","1497846838"",""",19/06/2017,"4:33:58"",""68.5"",""14.1"""
"""","1497846839"",""",19/06/2017,"4:33:59"",""68.5"",""14.1"""
"""","1497846840"",""",19/06/2017,"4:34:0"",""68.6"",""14.2"""
"""","1497846841"",""",19/06/2017,"4:34:1"",""68.6"",""14.2"""
"""","1497846842"",""",19/06/2017,"4:34:2"",""68.6"",""14.1"""
"""","1497846843"",""",19/06/2017,"4:34:3"",""68.5"",""14.1"""
"""","1497846844"",""",19/06/2017,"4:34:4"",""68.5"",""14.1"""
"""","1497846845"",""",19/06/2017,"4:34:5"",""68.5"",""14.1"""
"""","1497846846"",""",19/06/2017,"4:34:6"",""68.5"",""14.1"""
"""","1497846847"",""",19/06/2017,"4:34:7"",""68.5"",""14.1"""
"""","1497846848"",""",19/06/2017,"4:34:8"",""68.6"",""14.2"""
"""","1497846849"",""",19/06/2017,"4:34:9"",""68.6"",""14.2"""
"""","1497846850"",""",19/06/2017,"4:34:10"",""68.6"",""14.2"""
"""","1497846851"",""",19/06/2017,"4:34:11"",""68.6"",""14.2"""
"""","1497846852"",""",19/06/2017,"4:34:12"",""68.6"",""14.2"""
"""","1497846853"",""",19/06/2017,"4:34:13"",""68.5"",""14.1"""
"""","1497846854"",""",19/06/2017,"4:34:14"",""68.5"",""14.1"""
"""","1497846855"",""",19/06/2017,"4:34:15"",""68.5"",""14.1"""
"""","1497846856"",""",19/06/2017,"4:34:16"",""68.5"",""14.1"""
"""","1497846857"",""",19/06/2017,"4:34:17"",""68.5"",""14.1"""
"""","1497846858"",""",19/06/2017,"4:34:18"",""68.5"",""14.1"""
"""","1497846859"",""",19/06/2017,"4:34:19"",""68.5"",""14.1"""
"""","1497846860"",""",19/06/2017,"4:34:20"",""68.5"",""14.1"""
"""","1497846861"",""",19/06/2017,"4:34:21"",""68.5"",""14.1"""
"""","1497846862"",""",19/06/2017,"4:34:22"",""68.5"",""14.1"""
"""","1497846863"",""",19/06/2017,"4:34:23"",""68.5"",""14.1"""
"""","1497846864"",""",19/06/2017,"4:34:24"",""68.5"",""14.1"""
"""","1497846865"",""",19/06/2017,"4:34:25"",""68.5"",""14.1"""
"""","1497846866"",""",19/06/2017,"4:34:26"",""68.5"",""14.1"""
"""","1497846867"",""",19/06/2017,"4:34:27"",""68.5"",""14.1"""
"""","1497846868"",""",19/06/2017,"4:34:28"",""68.5"",""14.1"""
"""","1497846869"",""",19/06/2017,"4:34:29"",""68.5"",""14.1"""
"""","1497846870"",""",19/06/2017,"4:34:30"",""68.5"",""14.1"""
"""","1497846872"",""",19/06/2017,"4:34:32"",""68.5"",""14.1"""
"""","1497846873"",""",19/06/2017,"4:34:33"",""68.5"",""14.1"""
"""","1497846874"",""",19/06/2017,"4:34:34"",""68.5"",""14.1"""
"""","1497846875"",""",19/06/2017,"4:34:35"",""68.5"",""14.1"""
"""","1497846876"",""",19/06/2017,"4:34:36"",""68.5"",""14.1"""
"""","1497846877"",""",19/06/2017,"4:34:37"",""68.5"",""14.1"""
"""","1497846878"",""",19/06/2017,"4:34:38"",""68.5"",""14.1"""
"""","1497846879"",""",19/06/2017,"4:34:39"",""68.5"",""14.1"""
"""","1497846880"",""",19/06/2017,"4:34:40"",""68.5"",""14.1"""
"""","1497846881"",""",19/06/2017,"4:34:41"",""68.5"",""14.1"""
"""","1497846882"",""",19/06/2017,"4:34:42"",""68.5"",""14.1"""
"""","1497846883"",""",19/06/2017,"4:34:43"",""68.5"",""14.1"""
"""","1497846884"",""",19/06/2017,"4:34:44"",""68.5"",""14.1"""
"""","1497846885"",""",19/06/2017,"4:34:45"",""68.5"",""14.1"""
"""","1497846886"",""",19/06/2017,"4:34:46"",""68.5"",""14.1"""
"""","1497846887"",""",19/06/2017,"4:34:47"",""68.5"",""14.1"""
"""","1497846888"",""",19/06/2017,"4:34:48"",""68.5"",""14.1"""
"""","1497846889"",""",19/06/2017,"4:34:49"",""68.5"",""14.1"""
"""","1497846890"",""",19/06/2017,"4:34:50"",""68.5"",""14.1"""
"""","1497846891"",""",19/06/2017,"4:34:51"",""68.5"",""14.1"""
"""","1497846892"",""",19/06/2017,"4:34:52"",""68.5"",""14.1"""
"""","1497846893"",""",19/06/2017,"4:34:53"",""68.5"",""14.1"""
"""","1497846894"",""",19/06/2017,"4:34:54"",""68.5"",""14.1"""
"""","1497846895"",""",19/06/2017,"4:34:55"",""68.5"",""14.1"""
"""","1497846896"",""",19/06/2017,"4:34:56"",""68.5"",""14.1"""
"""","1497846897"",""",19/06/2017,"4:34:57"",""68.5"",""14.1"""
"""","1497846898"",""",19/06/2017,"4:34:58"",""68.5"",""14.1"""
"""","1497846899"",""",19/06/2017,"4:34:59"",""68.5"",""14.1"""
"""","1497846900"",""",19/06/2017,"4:35:0"",""68.5"",""14.1"""
"""","1497846901"",""",19/06/2017,"4:35:1"",""68.5"",""14.1"""
"""","1497846902"",""",19/06/2017,"4:35:2"",""68.5"",""14.1"""
"""","1497846903"",""",19/06/2017,"4:35:3"",""68.5"",""14.1"""
"""","1497846904"",""",19/06/2017,"4:35:4"",""68.5"",""14.1"""
"""","1497846905"",""",19/06/2017,"4:35:5"",""68.5"",""14.1"""
"""","1497846906"",""",19/06/2017,"4:35:6"",""68.5"",""14.1"""
"""","1497846907"",""",19/06/2017,"4:35:7"",""68.5"",""14.1"""
"""","1497846908"",""",19/06/2017,"4:35:8"",""68.5"",""14.1"""
"""","1497846909"",""",19/06/2017,"4:35:9"",""68.5"",""14.1"""
"""","1497846910"",""",19/06/2017,"4:35:10"",""68.5"",""14.1"""
"""","1497846911"",""",19/06/2017,"4:35:11"",""68.5"",""14.1"""
"""","1497846912"",""",19/06/2017,"4:35:12"",""68.5"",""14.1"""
"""","1497846913"",""",19/06/2017,"4:35:13"",""68.5"",""14.1"""
"""","1497846914"",""",19/06/2017,"4:35:14"",""68.5"",""14.1"""
"""","1497846915"",""",19/06/2017,"4:35:15"",""68.5"",""14.1"""
"""","1497846916"",""",19/06/2017,"4:35:16"",""68.5"",""14.1"""
"""","1497846917"",""",19/06/2017,"4:35:17"",""68.5"",""14.1"""
"""","1497846918"",""",19/06/2017,"4:35:18"",""68.5"",""14.1"""
"""","1497846919"",""",19/06/2017,"4:35:19"",""68.5"",""14.1"""
"""","1497846920"",""",19/06/2017,"4:35:20"",""68.5"",""14.1"""
"""","1497846921"",""",19/06/2017,"4:35:21"",""68.5"",""14.1"""
"""","1497846922"",""",19/06/2017,"4:35:22"",""68.5"",""14.1"""
"""","1497846923"",""",19/06/2017,"4:35:23"",""68.5"",""14.1"""
"""","1497846924"",""",19/06/2017,"4:35:24"",""68.5"",""14.1"""
"""","1497846925"",""",19/06/2017,"4:35:25"",""68.5"",""14.1"""
"""","1497846926"",""",19/06/2017,"4:35:26"",""68.5"",""14.1"""
"""","1497846927"",""",19/06/2017,"4:35:27"",""68.5"",""14.1"""
"""","1497846928"",""",19/06/2017,"4:35:28"",""68.5"",""14.1"""
"""","1497846929"",""",19/06/2017,"4:35:29"",""68.5"",""14.1"""
"""","1497846930"",""",19/06/2017,"4:35:30"",""68.5"",""14.1"""
"""","1497846931"",""",19/06/2017,"4:35:31"",""68.5"",""14.1"""
"""","1497846932"",""",19/06/2017,"4:35:32"",""68.5"",""14.1"""
"""","1497846933"",""",19/06/2017,"4:35:33"",""68.5"",""14.1"""
"""","1497846934"",""",19/06/2017,"4:35:34"",""68.5"",""14.1"""
"""","1497846935"",""",19/06/2017,"4:35:35"",""68.5"",""14.1"""
"""","1497846936"",""",19/06/2017,"4:35:36"",""68.5"",""14.1"""
"""","1497846937"",""",19/06/2017,"4:35:37"",""68.5"",""14.1"""
"""","1497846938"",""",19/06/2017,"4:35:38"",""68.5"",""14.1"""
"""","1497846939"",""",19/06/2017,"4:35:39"",""68.5"",""14.1"""
"""","1497846940"",""",19/06/2017,"4:35:40"",""68.5"",""14.1"""
"""","1497846941"",""",19/06/2017,"4:35:41"",""68.5"",""14.1"""
"""","1497846942"",""",19/06/2017,"4:35:42"",""68.5"",""14.1"""
"""","1497846943"",""",19/06/2017,"4:35:43"",""68.5"",""14.1"""
"""","1497846944"",""",19/06/2017,"4:35:44"",""68.5"",""14.1"""
"""","1497846945"",""",19/06/2017,"4:35:45"",""68.5"",""14.1"""
"""","1497846946"",""",19/06/2017,"4:35:46"",""68.5"",""14.1"""
"""","1497846947"",""",19/06/2017,"4:35:47"",""68.5"",""14.1"""
"""","1497846948"",""",19/06/2017,"4:35:48"",""68.5"",""14.1"""
"""","1497846949"",""",19/06/2017,"4:35:49"",""68.5"",""14.1"""
"""","1497846950"",""",19/06/2017,"4:35:50"",""68.5"",""14.1"""
"""","1497846951"",""",19/06/2017,"4:35:51"",""68.5"",""14.1"""
"""","1497846952"",""",19/06/2017,"4:35:52"",""68.5"",""14.1"""
"""","1497846953"",""",19/06/2017,"4:35:53"",""68.5"",""14.1"""
"""","1497846954"",""",19/06/2017,"4:35:54"",""68.5"",""14.1"""
"""","1497846955"",""",19/06/2017,"4:35:55"",""68.5"",""14.1"""
"""","1497846956"",""",19/06/2017,"4:35:56"",""68.5"",""14.1"""
"""","1497846957"",""",19/06/2017,"4:35:57"",""68.5"",""14.1"""
"""","1497846958"",""",19/06/2017,"4:35:58"",""68.5"",""14.1"""
"""","1497846959"",""",19/06/2017,"4:35:59"",""68.5"",""14.1"""
"""","1497846960"",""",19/06/2017,"4:36:0"",""68.5"",""14.1"""
"""","1497846961"",""",19/06/2017,"4:36:1"",""68.5"",""14.1"""
"""","1497846962"",""",19/06/2017,"4:36:2"",""68.5"",""14.1"""
"""","1497846963"",""",19/06/2017,"4:36:3"",""68.5"",""14.1"""
"""","1497846964"",""",19/06/2017,"4:36:4"",""68.5"",""14.1"""
"""","1497846965"",""",19/06/2017,"4:36:5"",""68.5"",""14.1"""
"""","1497846966"",""",19/06/2017,"4:36:6"",""68.5"",""14.1"""
"""","1497846967"",""",19/06/2017,"4:36:7"",""68.5"",""14.1"""
"""","1497846968"",""",19/06/2017,"4:36:8"",""68.5"",""14.1"""
"""","1497846969"",""",19/06/2017,"4:36:9"",""68.5"",""14.1"""
"""","1497846970"",""",19/06/2017,"4:36:10"",""68.5"",""14.1"""
"""","1497846971"",""",19/06/2017,"4:36:11"",""68.5"",""14.1"""
"""","1497846972"",""",19/06/2017,"4:36:12"",""68.5"",""14.1"""
"""","1497846973"",""",19/06/2017,"4:36:13"",""68.5"",""14.1"""
"""","1497846974"",""",19/06/2017,"4:36:14"",""68.5"",""14.1"""
"""","1497846975"",""",19/06/2017,"4:36:15"",""68.6"",""14.1"""
"""","1497846976"",""",19/06/2017,"4:36:16"",""68.6"",""14.1"""
"""","1497846977"",""",19/06/2017,"4:36:17"",""68.6"",""14.1"""
"""","1497846978"",""",19/06/2017,"4:36:18"",""68.6"",""14.1"""
"""","1497846979"",""",19/06/2017,"4:36:19"",""68.6"",""14.1"""
"""","1497846980"",""",19/06/2017,"4:36:20"",""68.6"",""14.1"""
"""","1497846981"",""",19/06/2017,"4:36:21"",""68.6"",""14.1"""
"""","1497846982"",""",19/06/2017,"4:36:22"",""68.6"",""14.1"""
"""","1497846983"",""",19/06/2017,"4:36:23"",""68.6"",""14.1"""
"""","1497846984"",""",19/06/2017,"4:36:24"",""68.5"",""14.1"""
"""","1497846985"",""",19/06/2017,"4:36:25"",""68.5"",""14.1"""
"""","1497846986"",""",19/06/2017,"4:36:26"",""68.5"",""14.1"""
"""","1497846987"",""",19/06/2017,"4:36:27"",""68.5"",""14.1"""
"""","1497846988"",""",19/06/2017,"4:36:28"",""68.5"",""14.1"""
"""","1497846989"",""",19/06/2017,"4:36:29"",""68.5"",""14.1"""
"""","1497846990"",""",19/06/2017,"4:36:30"",""68.5"",""14.1"""
"""","1497846991"",""",19/06/2017,"4:36:31"",""68.5"",""14.1"""
"""","1497846992"",""",19/06/2017,"4:36:32"",""68.5"",""14.1"""
"""","1497846993"",""",19/06/2017,"4:36:33"",""68.5"",""14.1"""
"""","1497846994"",""",19/06/2017,"4:36:34"",""68.5"",""14.1"""
"""","1497846995"",""",19/06/2017,"4:36:35"",""68.5"",""14.1"""
"""","1497846996"",""",19/06/2017,"4:36:36"",""68.5"",""14.1"""
"""","1497846997"",""",19/06/2017,"4:36:37"",""68.5"",""14.1"""
"""","1497846998"",""",19/06/2017,"4:36:38"",""68.5"",""14.1"""
"""","1497846999"",""",19/06/2017,"4:36:39"",""68.5"",""14.1"""
"""","1497847000"",""",19/06/2017,"4:36:40"",""68.5"",""14.1"""
"""","1497847001"",""",19/06/2017,"4:36:41"",""68.5"",""14.1"""
"""","1497847002"",""",19/06/2017,"4:36:42"",""68.5"",""14.1"""
"""","1497847003"",""",19/06/2017,"4:36:43"",""68.5"",""14.1"""
"""","1497847004"",""",19/06/2017,"4:36:44"",""68.5"",""14.1"""
"""","1497847005"",""",19/06/2017,"4:36:45"",""68.5"",""14.1"""
"""","1497847006"",""",19/06/2017,"4:36:46"",""68.5"",""14.1"""
"""","1497847007"",""",19/06/2017,"4:36:47"",""68.5"",""14.1"""
"""","1497847008"",""",19/06/2017,"4:36:48"",""68.5"",""14.1"""
"""","1497847009"",""",19/06/2017,"4:36:49"",""68.5"",""14.1"""
"""","1497847010"",""",19/06/2017,"4:36:50"",""68.5"",""14.1"""
"""","1497847011"",""",19/06/2017,"4:36:51"",""68.5"",""14.1"""
"""","1497847012"",""",19/06/2017,"4:36:52"",""68.5"",""14.1"""
"""","1497847013"",""",19/06/2017,"4:36:53"",""68.5"",""14.1"""
"""","1497847014"",""",19/06/2017,"4:36:54"",""68.5"",""14.1"""
"""","1497847015"",""",19/06/2017,"4:36:55"",""68.5"",""14.1"""
"""","1497847016"",""",19/06/2017,"4:36:56"",""68.5"",""14.1"""
"""","1497847017"",""",19/06/2017,"4:36:57"",""68.5"",""14.1"""
"""","1497847018"",""",19/06/2017,"4:36:58"",""68.5"",""14.1"""
"""","1497847019"",""",19/06/2017,"4:36:59"",""68.5"",""14.1"""
"""","1497847020"",""",19/06/2017,"4:37:0"",""68.5"",""14.1"""
"""","1497847021"",""",19/06/2017,"4:37:1"",""68.5"",""14.1"""
"""","1497847022"",""",19/06/2017,"4:37:2"",""68.5"",""14.1"""
"""","1497847023"",""",19/06/2017,"4:37:3"",""68.5"",""14.1"""
"""","1497847024"",""",19/06/2017,"4:37:4"",""68.5"",""14.1"""
"""","1497847025"",""",19/06/2017,"4:37:5"",""68.5"",""14.1"""
"""","1497847026"",""",19/06/2017,"4:37:6"",""68.5"",""14.1"""
"""","1497847027"",""",19/06/2017,"4:37:7"",""68.5"",""14.1"""
"""","1497847028"",""",19/06/2017,"4:37:8"",""68.5"",""14.1"""
"""","1497847029"",""",19/06/2017,"4:37:9"",""68.5"",""14.1"""
"""","1497847030"",""",19/06/2017,"4:37:10"",""68.5"",""14.1"""
"""","1497847031"",""",19/06/2017,"4:37:11"",""68.5"",""14.1"""
"""","1497847032"",""",19/06/2017,"4:37:12"",""68.5"",""14.1"""
"""","1497847033"",""",19/06/2017,"4:37:13"",""68.5"",""14.1"""
"""","1497847034"",""",19/06/2017,"4:37:14"",""68.5"",""14.1"""
"""","1497847035"",""",19/06/2017,"4:37:15"",""68.5"",""14.1"""
"""","1497847036"",""",19/06/2017,"4:37:16"",""68.5"",""14.1"""
"""","1497847037"",""",19/06/2017,"4:37:17"",""68.5"",""14.1"""
"""","1497847038"",""",19/06/2017,"4:37:18"",""68.5"",""14.1"""
"""","1497847039"",""",19/06/2017,"4:37:19"",""68.5"",""14.1"""
"""","1497847040"",""",19/06/2017,"4:37:20"",""68.5"",""14.1"""
"""","1497847041"",""",19/06/2017,"4:37:21"",""68.5"",""14.1"""
"""","1497847042"",""",19/06/2017,"4:37:22"",""68.5"",""14.1"""
"""","1497847043"",""",19/06/2017,"4:37:23"",""68.5"",""14.1"""
"""","1497847044"",""",19/06/2017,"4:37:24"",""68.5"",""14.1"""
"""","1497847045"",""",19/06/2017,"4:37:25"",""68.5"",""14.1"""
"""","1497847046"",""",19/06/2017,"4:37:26"",""68.6"",""14.1"""
"""","1497847047"",""",19/06/2017,"4:37:27"",""68.6"",""14.1"""
"""","1497847048"",""",19/06/2017,"4:37:28"",""68.6"",""14.1"""
"""","1497847049"",""",19/06/2017,"4:37:29"",""68.6"",""14.1"""
"""","1497847050"",""",19/06/2017,"4:37:30"",""68.6"",""14.1"""
"""","1497847051"",""",19/06/2017,"4:37:31"",""68.6"",""14.1"""
"""","1497847052"",""",19/06/2017,"4:37:32"",""68.6"",""14.1"""
"""","1497847053"",""",19/06/2017,"4:37:33"",""68.6"",""14.1"""
"""","1497847054"",""",19/06/2017,"4:37:34"",""68.6"",""14.1"""
"""","1497847055"",""",19/06/2017,"4:37:35"",""68.6"",""14.1"""
"""","1497847056"",""",19/06/2017,"4:37:36"",""68.6"",""14.1"""
"""","1497847057"",""",19/06/2017,"4:37:37"",""68.6"",""14.1"""
"""","1497847058"",""",19/06/2017,"4:37:38"",""68.6"",""14.1"""
"""","1497847059"",""",19/06/2017,"4:37:39"",""68.6"",""14.1"""
"""","1497847060"",""",19/06/2017,"4:37:40"",""68.6"",""14.1"""
"""","1497847061"",""",19/06/2017,"4:37:41"",""68.6"",""14.1"""
"""","1497847062"",""",19/06/2017,"4:37:42"",""68.6"",""14.1"""
"""","1497847063"",""",19/06/2017,"4:37:43"",""68.6"",""14.1"""
"""","1497847064"",""",19/06/2017,"4:37:44"",""68.6"",""14.1"""
"""","1497847065"",""",19/06/2017,"4:37:45"",""68.6"",""14.1"""
"""","1497847066"",""",19/06/2017,"4:37:46"",""68.6"",""14.1"""
"""","1497847067"",""",19/06/2017,"4:37:47"",""68.6"",""14.1"""
"""","1497847068"",""",19/06/2017,"4:37:48"",""68.6"",""14.1"""
"""","1497847069"",""",19/06/2017,"4:37:49"",""68.6"",""14.1"""
"""","1497847070"",""",19/06/2017,"4:37:50"",""68.6"",""14.1"""
"""","1497847071"",""",19/06/2017,"4:37:51"",""68.5"",""14.1"""
"""","1497847072"",""",19/06/2017,"4:37:52"",""68.5"",""14.1"""
"""","1497847073"",""",19/06/2017,"4:37:53"",""68.5"",""14.1"""
"""","1497847074"",""",19/06/2017,"4:37:54"",""68.5"",""14.1"""
"""","1497847075"",""",19/06/2017,"4:37:55"",""68.5"",""14.1"""
"""","1497847076"",""",19/06/2017,"4:37:56"",""68.5"",""14.1"""
"""","1497847077"",""",19/06/2017,"4:37:57"",""68.5"",""14.1"""
"""","1497847078"",""",19/06/2017,"4:37:58"",""68.5"",""14.1"""
"""","1497847079"",""",19/06/2017,"4:37:59"",""68.5"",""14.1"""
"""","1497847080"",""",19/06/2017,"4:38:0"",""68.5"",""14.1"""
"""","1497847081"",""",19/06/2017,"4:38:1"",""68.5"",""14.1"""
"""","1497847082"",""",19/06/2017,"4:38:2"",""68.5"",""14.1"""
"""","1497847083"",""",19/06/2017,"4:38:3"",""68.5"",""14.1"""
"""","1497847084"",""",19/06/2017,"4:38:4"",""68.5"",""14.1"""
"""","1497847085"",""",19/06/2017,"4:38:5"",""68.5"",""14.1"""
"""","1497847086"",""",19/06/2017,"4:38:6"",""68.5"",""14.1"""
"""","1497847087"",""",19/06/2017,"4:38:7"",""68.5"",""14.1"""
"""","1497847088"",""",19/06/2017,"4:38:8"",""68.5"",""14.1"""
"""","1497847089"",""",19/06/2017,"4:38:9"",""68.5"",""14.1"""
"""","1497847090"",""",19/06/2017,"4:38:10"",""68.5"",""14.1"""
"""","1497847091"",""",19/06/2017,"4:38:11"",""68.5"",""14.1"""
"""","1497847092"",""",19/06/2017,"4:38:12"",""68.5"",""14.1"""
"""","1497847093"",""",19/06/2017,"4:38:13"",""68.5"",""14.1"""
"""","1497847094"",""",19/06/2017,"4:38:14"",""68.5"",""14.1"""
"""","1497847095"",""",19/06/2017,"4:38:15"",""68.5"",""14.1"""
"""","1497847096"",""",19/06/2017,"4:38:16"",""68.5"",""14.1"""
"""","1497847097"",""",19/06/2017,"4:38:17"",""68.5"",""14.1"""
"""","1497847098"",""",19/06/2017,"4:38:18"",""68.5"",""14.1"""
"""","1497847099"",""",19/06/2017,"4:38:19"",""68.5"",""14.1"""
"""","1497847100"",""",19/06/2017,"4:38:20"",""68.5"",""14.1"""
"""","1497847101"",""",19/06/2017,"4:38:21"",""68.5"",""14.1"""
"""","1497847102"",""",19/06/2017,"4:38:22"",""68.5"",""14.1"""
"""","1497847103"",""",19/06/2017,"4:38:23"",""68.5"",""14.1"""
"""","1497847104"",""",19/06/2017,"4:38:24"",""68.5"",""14.1"""
"""","1497847105"",""",19/06/2017,"4:38:25"",""68.5"",""14.1"""
"""","1497847106"",""",19/06/2017,"4:38:26"",""68.5"",""14.1"""
"""","1497847107"",""",19/06/2017,"4:38:27"",""68.5"",""14.1"""
"""","1497847108"",""",19/06/2017,"4:38:28"",""68.5"",""14.1"""
"""","1497847109"",""",19/06/2017,"4:38:29"",""68.5"",""14.1"""
"""","1497847110"",""",19/06/2017,"4:38:30"",""68.5"",""14.1"""
"""","1497847111"",""",19/06/2017,"4:38:31"",""68.5"",""14.1"""
"""","1497847112"",""",19/06/2017,"4:38:32"",""68.5"",""14.1"""
"""","1497847113"",""",19/06/2017,"4:38:33"",""68.5"",""14.1"""
"""","1497847114"",""",19/06/2017,"4:38:34"",""68.5"",""14.1"""
"""","1497847115"",""",19/06/2017,"4:38:35"",""68.5"",""14.1"""
"""","1497847116"",""",19/06/2017,"4:38:36"",""68.5"",""14.1"""
"""","1497847117"",""",19/06/2017,"4:38:37"",""68.5"",""14.1"""
"""","1497847118"",""",19/06/2017,"4:38:38"",""68.5"",""14.1"""
"""","1497847119"",""",19/06/2017,"4:38:39"",""68.5"",""14.1"""
"""","1497847120"",""",19/06/2017,"4:38:40"",""68.5"",""14.1"""
"""","1497847121"",""",19/06/2017,"4:38:41"",""68.5"",""14.1"""
"""","1497847122"",""",19/06/2017,"4:38:42"",""68.5"",""14.1"""
"""","1497847123"",""",19/06/2017,"4:38:43"",""68.5"",""14.1"""
"""","1497847124"",""",19/06/2017,"4:38:44"",""68.5"",""14.1"""
"""","1497847125"",""",19/06/2017,"4:38:45"",""68.5"",""14.1"""
"""","1497847126"",""",19/06/2017,"4:38:46"",""68.5"",""14.1"""
"""","1497847127"",""",19/06/2017,"4:38:47"",""68.5"",""14.1"""
"""","1497847128"",""",19/06/2017,"4:38:48"",""68.5"",""14.1"""
"""","1497847129"",""",19/06/2017,"4:38:49"",""68.5"",""14.1"""
"""","1497847130"",""",19/06/2017,"4:38:50"",""68.5"",""14.1"""
"""","1497847131"",""",19/06/2017,"4:38:51"",""68.5"",""14.1"""
"""","1497847132"",""",19/06/2017,"4:38:52"",""68.5"",""14.1"""
"""","1497847133"",""",19/06/2017,"4:38:53"",""68.5"",""14.1"""
"""","1497847134"",""",19/06/2017,"4:38:54"",""68.5"",""14.1"""
"""","1497847135"",""",19/06/2017,"4:38:55"",""68.5"",""14.1"""
"""","1497847136"",""",19/06/2017,"4:38:56"",""68.5"",""14.1"""
"""","1497847137"",""",19/06/2017,"4:38:57"",""68.5"",""14.1"""
"""","1497847138"",""",19/06/2017,"4:38:58"",""68.5"",""14.1"""
"""","1497847139"",""",19/06/2017,"4:38:59"",""68.5"",""14.1"""
"""","1497847140"",""",19/06/2017,"4:39:0"",""68.5"",""14.1"""
"""","1497847141"",""",19/06/2017,"4:39:1"",""68.5"",""14.1"""
"""","1497847142"",""",19/06/2017,"4:39:2"",""68.5"",""14.1"""
"""","1497847143"",""",19/06/2017,"4:39:3"",""68.5"",""14.1"""
"""","1497847144"",""",19/06/2017,"4:39:4"",""68.5"",""14.1"""
"""","1497847145"",""",19/06/2017,"4:39:5"",""68.5"",""14.1"""
"""","1497847146"",""",19/06/2017,"4:39:6"",""68.5"",""14.1"""
"""","1497847147"",""",19/06/2017,"4:39:7"",""68.5"",""14.1"""
"""","1497847148"",""",19/06/2017,"4:39:8"",""68.4"",""14.1"""
"""","1497847149"",""",19/06/2017,"4:39:9"",""68.4"",""14.1"""
"""","1497847150"",""",19/06/2017,"4:39:10"",""68.5"",""14.1"""
"""","1497847151"",""",19/06/2017,"4:39:11"",""68.5"",""14.1"""
"""","1497847152"",""",19/06/2017,"4:39:12"",""68.5"",""14.1"""
"""","1497847153"",""",19/06/2017,"4:39:13"",""68.5"",""14.1"""
"""","1497847154"",""",19/06/2017,"4:39:14"",""68.5"",""14.1"""
"""","1497847155"",""",19/06/2017,"4:39:15"",""68.5"",""14.1"""
"""","1497847156"",""",19/06/2017,"4:39:16"",""68.5"",""14.1"""
"""","1497847157"",""",19/06/2017,"4:39:17"",""68.4"",""14.1"""
"""","1497847158"",""",19/06/2017,"4:39:18"",""68.4"",""14.1"""
"""","1497847159"",""",19/06/2017,"4:39:19"",""68.5"",""14.1"""
"""","1497847160"",""",19/06/2017,"4:39:20"",""68.5"",""14.1"""
"""","1497847161"",""",19/06/2017,"4:39:21"",""68.5"",""14.1"""
"""","1497847162"",""",19/06/2017,"4:39:22"",""68.5"",""14.1"""
"""","1497847163"",""",19/06/2017,"4:39:23"",""68.5"",""14.1"""
"""","1497847164"",""",19/06/2017,"4:39:24"",""68.5"",""14.1"""
"""","1497847165"",""",19/06/2017,"4:39:25"",""68.5"",""14.1"""
"""","1497847166"",""",19/06/2017,"4:39:26"",""68.5"",""14.1"""
"""","1497847167"",""",19/06/2017,"4:39:27"",""68.5"",""14.1"""
"""","1497847168"",""",19/06/2017,"4:39:28"",""68.5"",""14.1"""
"""","1497847169"",""",19/06/2017,"4:39:29"",""68.5"",""14.1"""
"""","1497847170"",""",19/06/2017,"4:39:30"",""68.5"",""14.1"""
"""","1497847171"",""",19/06/2017,"4:39:31"",""68.5"",""14.1"""
"""","1497847172"",""",19/06/2017,"4:39:32"",""68.5"",""14.1"""
"""","1497847173"",""",19/06/2017,"4:39:33"",""68.5"",""14.1"""
"""","1497847174"",""",19/06/2017,"4:39:34"",""68.5"",""14.1"""
"""","1497847175"",""",19/06/2017,"4:39:35"",""68.5"",""14.1"""
"""","1497847176"",""",19/06/2017,"4:39:36"",""68.5"",""14.1"""
"""","1497847177"",""",19/06/2017,"4:39:37"",""68.5"",""14.1"""
"""","1497847178"",""",19/06/2017,"4:39:38"",""68.5"",""14.1"""
"""","1497847179"",""",19/06/2017,"4:39:39"",""68.5"",""14.1"""
"""","1497847180"",""",19/06/2017,"4:39:40"",""68.5"",""14.1"""
"""","1497847181"",""",19/06/2017,"4:39:41"",""68.5"",""14.1"""
"""","1497847182"",""",19/06/2017,"4:39:42"",""68.5"",""14.1"""
"""","1497847183"",""",19/06/2017,"4:39:43"",""68.5"",""14.1"""
"""","1497847184"",""",19/06/2017,"4:39:44"",""68.5"",""14.1"""
"""","1497847185"",""",19/06/2017,"4:39:45"",""68.5"",""14.1"""
"""","1497847186"",""",19/06/2017,"4:39:46"",""68.5"",""14.1"""
"""","1497847187"",""",19/06/2017,"4:39:47"",""68.5"",""14.1"""
"""","1497847188"",""",19/06/2017,"4:39:48"",""68.5"",""14.1"""
"""","1497847189"",""",19/06/2017,"4:39:49"",""68.5"",""14.1"""
"""","1497847190"",""",19/06/2017,"4:39:50"",""68.5"",""14.1"""
"""","1497847191"",""",19/06/2017,"4:39:51"",""68.5"",""14.1"""
"""","1497847192"",""",19/06/2017,"4:39:52"",""68.6"",""14.2"""
"""","1497847193"",""",19/06/2017,"4:39:53"",""68.6"",""14.2"""
